datap,median,total,size,clade,numtaxa
Mannion_etal_2017a.nex,0.733173077,0.652722278,416,Dinosaurs,1
Mocho_etal_2019a.nex,0.741586538,0.65455498,416,Dinosaurs,1
Averianov_et_Archibald_2016a.nex,0.463942308,0.471550085,416,Meso_mammals,1
Butler_etal_2011ab.nex,0.319277108,0.4075,415,Dinosaurs,1
Royo-Torres_etal_2017ab.nex,0.727710843,0.648772304,415,Dinosaurs,1
Royo-Torres_etal_2017bb.nex,0.710843373,0.619766021,415,Dinosaurs,1
Goswami_etal_2011a.nex,0.540963855,0.488012048,415,Meso_mammals,1
Manz_etal_2015a.nex,0.522891566,0.482870613,415,Meso_mammals,1
Lautenschlager_et_Rauhut_2015ab.nex,0.319277108,0.404819277,415,Non_dinosaur_archosauro,1
Chester_etal_2015aa.nex,0.510843373,0.476343019,415,Primates,1
Langer_et_Ferigolo_2013a.nex,0.326086957,0.410270174,414,Dinosaurs,1
Worthy_etal_2006a.nex,0.376811594,0.417681159,414,Meso_mammals,1
Becerra_etal_2017a.nex,0.685230024,0.622069332,413,Dinosaurs,1
Canudo_etal_2018a.nex,0.658595642,0.613128867,413,Dinosaurs,1
Carballido_etal_2017ba.nex,0.685230024,0.626447679,413,Dinosaurs,1
Langer_etal_2019b.nex,0.481840194,0.451934922,413,Dinosaurs,1
Nesbitt_etal_2013aa.nex,0.317191283,0.404268675,413,Dinosaurs,1
Nesbitt_etal_2013ab.nex,0.317191283,0.3968523,413,Dinosaurs,1
Perez-Pueyo_etal_2019a.nex,0.648910412,0.611595373,413,Dinosaurs,1
Xu_etal_2009a.nex,0.581113801,0.580070777,413,Dinosaurs,1
Li_et_Luo_2006ab.nex,0.37409201,0.409789935,413,Meso_mammals,1
Butler_etal_2014aa.nex,0.318401937,0.396156174,413,Non_dinosaur_archosauro,1
Butler_etal_2014ab.nex,0.317191283,0.386540014,413,Non_dinosaur_archosauro,1
Lessner_etal_2016a.nex,0.348668281,0.415638798,413,Non_dinosaur_archosauro,1
Li_etal_2016a.nex,0.324455206,0.404095802,413,Non_dinosaur_archosauro,1
Sookias_etal_2014b.nex,0.349878935,0.418745425,413,Non_dinosaur_archosauro,1
von_Baczko_etal_2014a.nex,0.317191283,0.402451574,413,Non_dinosaur_archosauro,1
Zanno_etal_2015aa.nex,0.329297821,0.407960787,413,Non_dinosaur_archosauro,1
Zanno_etal_2015ab.nex,0.318401937,0.398880145,413,Non_dinosaur_archosauro,1
Baron_2024aa.nex,0.502427184,0.501568335,412,Dinosaurs,1
Baron_2024ab.nex,0.504854369,0.504661735,412,Dinosaurs,1
Bronzati_etal_2019ab.nex,0.480582524,0.453329927,412,Dinosaurs,1
Delcourt_2017a.nex,0.832524272,0.709132987,412,Dinosaurs,1
Langer_etal_2014a.nex,0.584951456,0.585981171,412,Dinosaurs,1
Nesbitt_2011aa.nex,0.343446602,0.405310206,412,Dinosaurs,1
Nesbitt_2011ab.nex,0.317961165,0.397936893,412,Dinosaurs,1
Nesbitt_et_Butler_2013aa.nex,0.35315534,0.414037217,412,Dinosaurs,1
Nesbitt_et_Butler_2013ab.nex,0.328883495,0.407056595,412,Dinosaurs,1
Novas_etal_2015aa.nex,0.504854369,0.504658628,412,Dinosaurs,1
Rauhut_et_Pol_2017ab.nex,0.507281553,0.510479273,412,Dinosaurs,1
Turner_etal_2017ab.nex,0.317961165,0.397936893,412,Dinosaurs,1
Barrow_etal_2010a.nex,0.434466019,0.457688271,412,Hyracoideans,1
Lacerda_etal_2016a.nex,0.343446602,0.408200416,412,Non_dinosaur_archosauro,1
Li_etal_2012a.nex,0.330097087,0.403327019,412,Non_dinosaur_archosauro,1
Martin_et_de_Broin_2016a.nex,0.514563107,0.529766108,412,Non_dinosaur_archosauro,1
Nesbitt_etal_2013b.nex,0.347087379,0.411042227,412,Non_dinosaur_archosauro,1
Nesbitt_etal_2014aa.nex,0.317961165,0.39964641,412,Non_dinosaur_archosauro,1
Niedzwiedzki_etal_2016a.nex,0.317961165,0.404141196,412,Non_dinosaur_archosauro,1
Pol_etal_2014a.nex,0.512135922,0.526765832,412,Non_dinosaur_archosauro,1
Rabi_et_Sebok_2015a.nex,0.514563107,0.529810238,412,Non_dinosaur_archosauro,1
Sookias_etal_2014ca.nex,0.359223301,0.428370477,412,Non_dinosaur_archosauro,1
Sookias_etal_2014cb.nex,0.359223301,0.428370477,412,Non_dinosaur_archosauro,1
Sues_et_Schoch_2013a.nex,0.317961165,0.403062448,412,Non_dinosaur_archosauro,1
Wilberg_etal_2022ab.nex,0.370731707,0.407270616,410,Non_dinosaur_archosauro,1
Archibald_et_Averianov_2012ab.nex,0.395833333,0.44921024,408,Meso_mammals,1
Averianov_etal_2014b.nex,0.401960784,0.455278002,408,Meso_mammals,1
De_Bast_et_Smith_2013ab.nex,0.346813725,0.408368347,408,Meso_mammals,1
Hu_etal_2010b.nex,0.346813725,0.403956583,408,Meso_mammals,1
Kusuhashi_etal_2013aa.nex,0.421568627,0.411968954,408,Meso_mammals,1
Kusuhashi_etal_2013ab.nex,0.421568627,0.411968954,408,Meso_mammals,1
Kusuhashi_etal_2013ac.nex,0.421568627,0.411968954,408,Meso_mammals,1
Luo_etal_2011ab.nex,0.367647059,0.406759183,408,Meso_mammals,1
Rook_et_Hunter_inpressab.nex,0.367647059,0.412317039,408,Meso_mammals,1
Tabuce_etal_2013a.nex,0.448529412,0.462307896,408,Meso_mammals,1
Wible_etal_2007a.nex,0.392156863,0.447818983,408,Meso_mammals,1
Wible_etal_2009a.nex,0.392156863,0.448280762,408,Meso_mammals,1
Williamson_etal_2011a.nex,0.477941176,0.430279544,408,Meso_mammals,1
Osi_etal_2018ac.nex,0.409313725,0.432472989,408,Non_dinosaur_archosauro,1
Wilberg_etal_2019a.nex,0.364864865,0.391031941,407,Non_dinosaur_archosauro,1
Carballido_etal_2017a.nex,0.654320988,0.610500922,405,Dinosaurs,1
Carballido_etal_2017bb.nex,0.661728395,0.614646465,405,Dinosaurs,1
Carballido_etal_2022ag.nex,0.661728395,0.608866442,405,Dinosaurs,1
Filippi_etal_2019a.nex,0.661728395,0.608866442,405,Dinosaurs,1
Holwerda_etal_2019aa.nex,0.681481481,0.631714678,405,Dinosaurs,1
Rubilar-Rogers_etal_2021a.nex,0.661728395,0.612570146,405,Dinosaurs,1
Wang_etal_2021ca.nex,0.624691358,0.597590361,405,Dinosaurs,1
Muller_2020a.nex,0.613861386,0.531020959,404,Dinosaurs,1
Scherer_et_Voiculescu-Holvad_2024a.nex,0.570719603,0.524310911,403,Dinosaurs,1
Warshaw_et_Fowler_2022a.nex,0.596774194,0.538116901,403,Dinosaurs,1
Warshaw_etal_2024a.nex,0.533498759,0.533064516,403,Dinosaurs,1
Cooper_etal_2014a.nex,0.413151365,0.431330241,403,Perissodactyls,1
Muller_etal_2018b.nex,0.613466334,0.528944306,401,Dinosaurs,1
Bi_etal_2018a.nex,0.539900249,0.516677057,401,Meso_mammals,1
Engelman_etal_2020a.nex,0.4475,0.429068627,400,Meso_mammals,1
Bloch_etal_2016b.nex,0.363408521,0.388526873,399,Primates,1
Fulwood_etal_2016a.nex,0.368421053,0.399562737,399,Primates,1
Kay_2015a.nex,0,0,399,Primates,0
Lee_2005a.nex,0.125313283,0.243031822,399,Squamata,1
Lee_et_Scanlon_2002b.nex,0.130325815,0.263010467,399,Squamata,1
Li_etal_2007b.nex,0.130325815,0.262347044,399,Squamata,1
Poropat_etal_2016a.nex,0.744332494,0.656451161,397,Dinosaurs,1
Schade_etal_2023a.nex,0.669620253,0.604763491,395,Dinosaurs,1
Kealy_et_Beck_2017aa.nex,0,0.179933378,395,Marsupials,0.189473684
Kealy_et_Beck_2017ab.nex,0,0.001200909,395,Marsupials,0.012820513
Gaudin_etal_2009a.nex,0.070886076,0.205658972,395,Pholidotans,0.941176471
Kondrashov_et_Agadjanian_2012a.nex,0.079746835,0.212798875,395,Pholidotans,0.944444444
Moore_etal_2020ab.nex,0.677664975,0.618269368,394,Dinosaurs,1
Senter_etal_2012a.nex,0.540609137,0.507893634,394,Dinosaurs,1
Senter_etal_2012b.nex,0.541878173,0.511836641,394,Dinosaurs,1
Voris_etal_2020a.nex,0.560913706,0.528063814,394,Dinosaurs,1
Wilberg_2015bc.nex,0.354060914,0.373125959,394,Non_dinosaur_archosauro,1
Gunnell_etal_2018a.nex,0.583756345,0.490741117,394,Primates,1
Seiffert_etal_2018a.nex,0.586294416,0.49579762,394,Primates,1
Seiffert_etal_2020a.nex,0.596446701,0.49849302,394,Primates,1
Bajpai_etal_2023aa.nex,0.666666667,0.610218294,393,Dinosaurs,1
Bajpai_etal_2023ab.nex,0.597964377,0.558971185,393,Dinosaurs,1
Senter_2011a.nex,0.522959184,0.4933281,392,Dinosaurs,1
Boyer_etal_2015a.nex,0.570332481,0.468317518,391,Primates,1
Dembo_etal_2016a.nex,0.377237852,0.491261722,391,Primates,1
Femenias-Gual_etal_2017a.nex,0.585677749,0.482576726,391,Primates,1
Femenias-Gual_etal_2017b.nex,0.58056266,0.474060865,391,Primates,1
Marigo_etal_2016a.nex,0.570332481,0.468317518,391,Primates,1
Parins-Fukuchi_etal_2019a.nex,0.377237852,0.491261722,391,Primates,1
Seiffert_etal_2015a.nex,0.570332481,0.472582651,391,Primates,1
Brownstein_2021ab.nex,0.611538462,0.536111111,390,Dinosaurs,1
Brownstein_2021ac.nex,0.553846154,0.526007326,390,Dinosaurs,1
Ezcurra_etal_2023a.nex,0.460154242,0.477863468,389,Dinosaurs,1
Boyer_etal_2016a.nex,0.566838046,0.470246596,389,Primates,1
Boyer_etal_2017aa.nex,0.566838046,0.472516943,389,Primates,1
Malafaia_etal_2017a.nex,0.449742268,0.483533792,388,Dinosaurs,1
Spiekman_etal_2021b.nex,0.447164948,0.47090123,388,Dinosaurs,1
Ristevski_etal_2018aa.nex,0.57622739,0.579433788,387,Non_dinosaur_archosauro,1
An_etal_2023a.nex,0.64507772,0.603526008,386,Dinosaurs,1
Brownstein_2018a.nex,0.42357513,0.499496258,386,Dinosaurs,1
Carr_etal_2017aa.nex,0.411917098,0.485492228,386,Dinosaurs,1
Delcourt_et_Grillo_2018bc.nex,0.488341969,0.523520589,386,Dinosaurs,1
Holtz_1998a.nex,0.393782383,0.370466321,386,Dinosaurs,0.936170213
Mallon_etal_2020a.nex,0.42357513,0.492227979,386,Dinosaurs,1
McDonald_etal_2018a.nex,0.42357513,0.499136442,386,Dinosaurs,1
Sadleir_etal_2008aa.nex,0.334196891,0.368151251,386,Dinosaurs,0.936170213
Zanno_etal_2019ab.nex,0.435233161,0.505652379,386,Dinosaurs,1
Chapelle_et_Choiniere_2018a.nex,0.582245431,0.510105406,383,Dinosaurs,1
Fabbri_etal_2021ab.nex,0.582245431,0.508558167,383,Dinosaurs,1
Longrich_etal_2024a.nex,0.454308094,0.477924135,383,Dinosaurs,1
Riguetti_etal_2022aa.nex,0.522193211,0.496570931,383,Dinosaurs,1
Soto-Acuna_etal_2021aa.nex,0.515665796,0.492943335,383,Dinosaurs,1
Boscaini_etal_2019a.nex,0.332898172,0.436292428,383,Xenarthrans,1
Chapelle_etal_2019a.nex,0.581151832,0.509566873,382,Dinosaurs,1
Cruzado-Caballero_etal_2019a.nex,0.523560209,0.481539403,382,Dinosaurs,1
Rauhut_etal_2020a.nex,0.568062827,0.487783595,382,Dinosaurs,0.984848485
Livezey_1998aa.nex,0.005249344,0.065375052,381,Bird,0.671052632
Wang_etal_2012ca.nex,0.005249344,0.074206633,381,Bird,0.675324675
Cerny_etal_2022aa.nex,0.524934383,0.488325323,381,Dinosaurs,1
Ezcurra_et_Apaldetti_2012a.nex,0.54855643,0.504673758,381,Dinosaurs,1
Han_etal_2018a.nex,0.5,0.489246136,381,Dinosaurs,1
Herne_etal_2018ac.nex,0.522309711,0.497932621,381,Dinosaurs,1
Ibiricu_etal_2019a.nex,0.467191601,0.462913026,381,Dinosaurs,1
Napoli_etal_2019a.nex,0.469816273,0.455784373,381,Dinosaurs,1
Easteal_1990a.nex,0,0,381,Meso_mammals,0
Novas_etal_2011a.nex,0.565789474,0.501409774,380,Dinosaurs,1
Regalado_Fernandez_et_Werneburg_2022aa.nex,0.568421053,0.478489703,380,Dinosaurs,0.985507246
Regalado_Fernandez_et_Werneburg_2022ab.nex,0.571052632,0.491084053,380,Dinosaurs,1
Yu_etal_2020ab.nex,0.521052632,0.493366979,380,Dinosaurs,1
Luo_etal_2003a.nex,0.460526316,0.457142857,380,Meso_mammals,1
Dembo_etal_2015a.nex,0.527631579,0.548135965,380,Primates,1
Ezcurra_etal_2021a.nex,0.517150396,0.513578242,379,Dinosaurs,1
Muller_etal_2016aa.nex,0.515831135,0.473411812,379,Dinosaurs,1
Cabreira_etal_2011ab.nex,0.484126984,0.464156033,378,Dinosaurs,1
Ezcurra_2010a.nex,0.462962963,0.461957672,378,Dinosaurs,1
Garcia_etal_2019ab.nex,0.515873016,0.466473341,378,Dinosaurs,1
Godefroit_etal_2013a.nex,0.560846561,0.524478167,378,Dinosaurs,1
Martinez_etal_2012a.nex,0.484126984,0.463792925,378,Dinosaurs,1
McPhee_etal_2020a.nex,0.486772487,0.462182323,378,Dinosaurs,1
Baron_et_Williams_2018ac.nex,0.484126984,0.463792925,378,Non_dinosaur_archosauro,1
Wei_etal_2021a.nex,0.579365079,0.518424036,378,Pterosaurs,1
Averianov_et_Sues_2021a.nex,0.649333333,0.601657658,375,Dinosaurs,1
Averianov_et_Zverkov_2020ab.nex,0.688,0.623733333,375,Dinosaurs,1
Bronzati_etal_2018a.nex,0.541333333,0.492355556,375,Dinosaurs,0.983333333
Gallina_etal_2019a.nex,0.652,0.605368421,375,Dinosaurs,1
Xu_etal_2018aa.nex,0.688,0.619409283,375,Dinosaurs,1
Wilberg_2015a.nex,0.324,0.356736842,375,Non_dinosaur_archosauro,1
Bapst_etal_2016a.nex,0.556149733,0.51784534,374,Dinosaurs,1
Hu_etal_2018aa.nex,0.564171123,0.521390374,374,Dinosaurs,1
Kundrat_etal_2019aa.nex,0.560160428,0.518568033,374,Dinosaurs,1
Lee_et_Worthy_2012a.nex,0.556149733,0.51784534,374,Dinosaurs,1
OConnor_et_Sullivan_2014a.nex,0.560160428,0.519399881,374,Dinosaurs,1
Wang_etal_2019a.nex,0.565508021,0.524848872,374,Dinosaurs,1
Xu_etal_2011b.nex,0.556149733,0.51784534,374,Dinosaurs,1
Xu_etal_2015a.nex,0.560160428,0.520112894,374,Dinosaurs,1
Xu_etal_2017a.nex,0.550802139,0.507817949,374,Dinosaurs,1
Yin_etal_2018aa.nex,0.550802139,0.51010101,374,Dinosaurs,1
Yin_etal_2018ab.nex,0.553475936,0.513750955,374,Dinosaurs,1
Patel_etal_2012a.nex,0.605898123,0.513183355,373,Primates,0.991304348
Apaldetti_etal_2018a.nex,0.498655914,0.469823101,372,Dinosaurs,0.983870968
Cerda_etal_2017a.nex,0.462365591,0.453122052,372,Dinosaurs,0.98245614
Fabbri_etal_2021aa.nex,0.498655914,0.468869233,372,Dinosaurs,0.983870968
Nicholl_etal_2018aa.nex,0.637096774,0.597064807,372,Dinosaurs,1
Peyre_de_Fabregues_et_Allain_2019a.nex,0.497311828,0.472264892,372,Dinosaurs,0.984126984
Zhu_etal_2016a.nex,0.678763441,0.636269644,372,Non_osteichthyan_vertebrates,1
Mo_etal_2012a.nex,0.413978495,0.448956481,372,Squamata,1
Bronzati_et_Rauhut_2018a.nex,0.462264151,0.439153439,371,Dinosaurs,0.981481481
Bell_etal_2014a.nex,0.355405405,0.380680681,370,Dinosaurs,1
Carballido_etal_2015a.nex,0.627027027,0.590373936,370,Dinosaurs,1
Fernandez-Baldor_etal_2017a.nex,0.651351351,0.603171171,370,Dinosaurs,1
Freedman_Fowler_et_Horner_2015aa.nex,0.054054054,0.212517781,370,Dinosaurs,1
Freedman_Fowler_et_Horner_2015ab.nex,0.054054054,0.212517781,370,Dinosaurs,1
Muller_etal_2017b.nex,0.474324324,0.451833977,370,Dinosaurs,0.982142857
Otero_etal_2015a.nex,0.455405405,0.445608108,370,Dinosaurs,0.982142857
Prieto-Marquez_2010a.nex,0.351351351,0.372768995,370,Dinosaurs,1
Rauhut_etal_2015a.nex,0.624324324,0.587837838,370,Dinosaurs,1
Mann_et_Maddin_inpressa.nex,0.256756757,0.301328447,370,Non_amniote_tetrapods,1
Mann_etal_inpressa.nex,0.256756757,0.304873726,370,Non_amniote_tetrapods,1
Pardo_etal_2017a.nex,0.314864865,0.343709226,370,Non_amniote_tetrapods,1
Musser_et_Cracraft_2019a.nex,0.02173913,0.052173913,368,Bird,1
Agnolin_et_Novas_2011a.nex,0.5625,0.527266551,368,Dinosaurs,1
Longrich_etal_2021a.nex,0.423913043,0.464514066,368,Dinosaurs,1
Hill_2005a.nex,0.392663043,0.395108696,368,Non_diapsid_reptiles,1
McPhee_etal_2017a.nex,0.498637602,0.472330939,367,Dinosaurs,1
Viglietti_etal_2018a.nex,0.498637602,0.472330939,367,Dinosaurs,1
Averianov_etal_2021ba.nex,0.386612022,0.469006148,366,Dinosaurs,1
Brusatte_et_Carr_2016a.nex,0.386612022,0.469006148,366,Dinosaurs,1
Martill_etal_2016a.nex,0.382513661,0.409657876,366,Dinosaurs,1
McPhee_etal_2018a.nex,0.490437158,0.461156648,366,Dinosaurs,1
Moopen_etal_2023aa.nex,0.5,0.468825585,366,Dinosaurs,1
Nesbitt_etal_2019ab.nex,0.463114754,0.493651559,366,Dinosaurs,1
van_der_Reest_et_Currie_2017a.nex,0.584699454,0.542158764,366,Dinosaurs,1
Alarcon-Munoz_etal_2023a.nex,0.394520548,0.433659491,365,Dinosaurs,1
McPhee_etal_2015a.nex,0.460273973,0.433079655,365,Dinosaurs,0.981481481
Nicholl_etal_2018ab.nex,0.473972603,0.442889166,365,Dinosaurs,0.981818182
Wang_etal_2017a.nex,0.446575342,0.430734745,365,Dinosaurs,0.981818182
Aranciaga_Rolando_etal_2018aa.nex,0.633241758,0.568681319,364,Dinosaurs,1
Csiki_etal_2010bc.nex,0.754120879,0.635225885,364,Dinosaurs,1
Curry_Rogers_2005a.nex,0.741758242,0.630847724,364,Dinosaurs,1
Griffin_2019ab.nex,0.43956044,0.467682318,364,Dinosaurs,1
Mannion_2011ac.nex,0.754120879,0.638583639,364,Dinosaurs,1
McPhee_et_Choiniere_2018a.nex,0.475274725,0.440100883,364,Dinosaurs,0.983606557
Novas_etal_2015ac.nex,0.460164835,0.445481243,364,Dinosaurs,0.982758621
Otero_et_Pol_2013a.nex,0.460164835,0.444024725,364,Dinosaurs,0.982142857
Peyre_de_Fabregues_etal_2020a.nex,0.527472527,0.466323999,364,Dinosaurs,0.983870968
Peyre_de_Fabregues_etal_2021a.nex,0.527472527,0.467786246,364,Dinosaurs,0.983870968
Senter_2010a.nex,0.521978022,0.497098407,364,Dinosaurs,1
Senter_etal_2010a.nex,0.523351648,0.502289377,364,Dinosaurs,1
Zhang_etal_2020a.nex,0.5,0.461313277,364,Dinosaurs,0.983606557
Muizon_etal_2018a.nex,0.302197802,0.332489879,364,Meso_mammals,1
Brochu_1997aa.nex,0.266483516,0.158591409,364,Non_dinosaur_archosauro,1
Daza_etal_2012a.nex,0.456043956,0.456507937,364,Squamata,1
Boessenecker_et_Fordyce_2015a.nex,0.358126722,0.365766758,363,Cetaceans,1
Boessenecker_et_Fordyce_2015b.nex,0.360881543,0.367805822,363,Cetaceans,1
Boessenecker_et_Fordyce_2017a.nex,0.360881543,0.367986081,363,Cetaceans,1
Peredo_et_Pyenson_2018a.nex,0.391184573,0.392113524,363,Cetaceans,1
Peredo_et_Uhen_2016a.nex,0.363636364,0.369074452,363,Cetaceans,1
Peredo_etal_2018a.nex,0.391184573,0.392113524,363,Cetaceans,1
Shipps_etal_2019a.nex,0.402203857,0.394477692,363,Cetaceans,1
Apaldetti_etal_2013aa.nex,0.422865014,0.424401356,363,Dinosaurs,0.980769231
Apaldetti_etal_2014aa.nex,0.439393939,0.434202161,363,Dinosaurs,0.980769231
Apaldetti_etal_2014ad.nex,0.422865014,0.424454334,363,Dinosaurs,0.980769231
Araujo_etal_2013a.nex,0.640495868,0.575327135,363,Dinosaurs,1
Averianov_et_Sues_2016a.nex,0.575757576,0.538807043,363,Dinosaurs,1
Gao_etal_2012a.nex,0.575757576,0.538567493,363,Dinosaurs,1
Hu_etal_2009a.nex,0.570247934,0.529368924,363,Dinosaurs,1
Novas_etal_2012a.nex,0.58953168,0.545316804,363,Dinosaurs,1
Peyre_de_Fabregues_et_Allain_2016a.nex,0.432506887,0.433182598,363,Dinosaurs,0.981132075
Shen_etal_2017b.nex,0.570247934,0.537901004,363,Dinosaurs,1
Tsuihiji_etal_2014a.nex,0.570247934,0.535222353,363,Dinosaurs,1
Tsuihiji_etal_2016a.nex,0.575757576,0.538657324,363,Dinosaurs,1
Xu_etal_2011c.nex,0.570247934,0.53415028,363,Dinosaurs,1
Xu_etal_2012ba.nex,0.575757576,0.538129226,363,Dinosaurs,1
Zhang_etal_2008a.nex,0.570247934,0.531808572,363,Dinosaurs,1
Coster_etal_2013ac.nex,0.584022039,0.510583692,363,Primates,0.991452991
Conrad_2008a.nex,0.457300275,0.457165595,363,Squamata,1
Evans_et_Manabe_2009a.nex,0.457300275,0.457739097,363,Squamata,1
Evans_etal_2012a.nex,0.457300275,0.458165728,363,Squamata,1
McPhee_etal_2015b.nex,0.447513812,0.428072553,362,Dinosaurs,0.981132075
Gilbert_etal_2016b.nex,0.439226519,0.411491713,362,Primates,1
Gilbert_etal_2018a.nex,0.317679558,0.32174647,362,Primates,1
Pugh_et_Gilbert_2018a.nex,0.317679558,0.32174647,362,Primates,1
Apaldetti_etal_2011a.nex,0.440443213,0.435877706,361,Dinosaurs,0.981481481
Knoll_2010a.nex,0.430747922,0.438711911,361,Dinosaurs,0.979166667
McPhee_etal_2014a.nex,0.432132964,0.428385204,361,Dinosaurs,0.980392157
Rowe_etal_2011aa.nex,0.412742382,0.4230623,361,Dinosaurs,0.980392157
Sertich_et_Loewen_2010aa.nex,0.430747922,0.429806094,361,Dinosaurs,0.98
Smith_et_Pol_2007a.nex,0.412742382,0.436140744,361,Dinosaurs,0.978723404
Bai_etal_2020a.nex,0.27700831,0.32427019,361,Perissodactyls,1
Seiffert_etal_2010a.nex,0.541551247,0.448984303,361,Primates,0.989583333
Varela_etal_2019a.nex,0.430747922,0.468181478,361,Xenarthrans,1
Apesteguia_etal_2016aa.nex,0.636111111,0.56494709,360,Dinosaurs,1
Dal_Sasso_et_Maganuco_2011a.nex,0.580555556,0.540643275,360,Dinosaurs,1
Rozadilla_etal_2021a.nex,0.388888889,0.428566066,360,Dinosaurs,1
Senter_2007a.nex,0.569444444,0.53251634,360,Dinosaurs,1
Zheng_etal_2010a.nex,0.569444444,0.536437908,360,Dinosaurs,1
Schoch_etal_inpressa.nex,0.198611111,0.257706093,360,Non_amniote_tetrapods,1
Boyer_etal_2010a.nex,0.588888889,0.513722697,360,Primates,0.991452991
Kirk_et_Williams_2011a.nex,0.594444444,0.514665725,360,Primates,0.991525424
Pattinson_etal_inpressab.nex,0.538888889,0.452177177,360,Primates,0.990990991
Rose_etal_2009a.nex,0.593055556,0.507227366,360,Primates,0.990740741
Seiffert_etal_2005a.nex,0.593055556,0.505896226,360,Primates,0.990566038
Seiffert_etal_2009a.nex,0.588888889,0.513437797,360,Primates,0.991452991
Coria_et_Currie_2016aa.nex,0.623955432,0.564937326,359,Dinosaurs,1
Seiffert_etal_2005b.nex,0.576601671,0.492284123,359,Primates,0.99
Malafaia_etal_2020b.nex,0.634078212,0.570176193,358,Dinosaurs,1
Aranciaga_Rolando_etal_2022aa.nex,0.610644258,0.580701246,357,Dinosaurs,1
Aranciaga_Rolando_etal_2022ab.nex,0.609243697,0.567927171,357,Dinosaurs,1
Diogo_2007a.nex,0.050561798,0.117387987,356,Fish_sarcopterygians,0.987654321
Bisconti_et_Bosselaers_2020a.nex,0.338028169,0.309507042,355,Cetaceans,0.977272727
Bisconti_etal_inpressa.nex,0.338028169,0.309507042,355,Cetaceans,0.977272727
Bell_etal_2016ab.nex,0.633802817,0.565839481,355,Dinosaurs,1
Rauhut_et_Pol_2019a.nex,0.664788732,0.614830157,355,Dinosaurs,1
Zanno_et_Makovicky_2013a.nex,0.623943662,0.56138119,355,Dinosaurs,1
Kligman_etal_2023a.nex,0.166197183,0.233623966,355,Non_amniote_tetrapods,1
Evers_etal_2019a.nex,0.250704225,0.292517606,355,Turtles,1
Kobayashi_etal_2021a.nex,0.382768362,0.415018832,354,Dinosaurs,1
Sales_et_Schultz_2017a.nex,0.584745763,0.549191506,354,Dinosaurs,1
Takasaki_etal_2020a.nex,0.38700565,0.413358099,354,Dinosaurs,1
Averianov_etal_2010a.nex,0.504249292,0.515484707,353,Dinosaurs,1
Hendrickx_et_Mateus_2014b.nex,0.626062323,0.562871242,353,Dinosaurs,1
Rauhut_etal_2012ba.nex,0.504249292,0.516781101,353,Dinosaurs,1
Smith_etal_2008a.nex,0.512747875,0.519243919,353,Dinosaurs,1
Yates_2007b.nex,0.396600567,0.419694544,353,Dinosaurs,0.97826087
Yates_2010a.nex,0.396600567,0.419756128,353,Dinosaurs,0.97826087
Yates_etal_2010ab.nex,0.399433428,0.40775119,353,Dinosaurs,0.978723404
Yates_etal_2011aa.nex,0.399433428,0.431378458,353,Dinosaurs,0.978723404
Lacerda_etal_2023a.nex,0.607954545,0.543528505,352,Dinosaurs,1
Marsh_etal_2019a.nex,0.346590909,0.392929293,352,Dinosaurs,1
Ren_etal_2020a.nex,0.534090909,0.507616054,352,Dinosaurs,1
Yao_etal_2019a.nex,0.622159091,0.580528846,352,Dinosaurs,1
Geroto_et_Bertini_2019a.nex,0.397727273,0.434813488,352,Non_dinosaur_archosauro,1
Marivaux_etal_2013a.nex,0.431818182,0.378269726,352,Primates,1
Aranciaga_Rolando_etal_2019a.nex,0.595441595,0.543084449,351,Dinosaurs,1
Carrano_etal_2012a.nex,0.618233618,0.557096819,351,Dinosaurs,1
Cerroni_etal_2019aa.nex,0.625356125,0.563321386,351,Dinosaurs,1
Chokchaloemwong_etal_2019aa.nex,0.625356125,0.5609319,351,Dinosaurs,1
Dai_etal_2020a.nex,0.615384615,0.562655452,351,Dinosaurs,1
Evers_etal_2015a.nex,0.642450142,0.575543091,351,Dinosaurs,1
Lamanna_etal_2020a.nex,0.602564103,0.564204314,351,Dinosaurs,1
McFeeters_etal_2013a.nex,0.633903134,0.563826854,351,Dinosaurs,1
Mo_etal_2014a.nex,0.625356125,0.562769966,351,Dinosaurs,1
